item	item_index	1	2	3	4	5	model	lang
Flattery is a good way to get people on your side.	22	0.11357765644788742	0.19791032373905182	0.09392084181308746	0.21301348507404327	0.3815777003765106	valhalla/distilbart-mnli-12-1	en
I love it when a tricky plan succeeds.	23	0.23014648258686066	0.2952876389026642	0.06410429626703262	0.08168693631887436	0.32877466082572937	valhalla/distilbart-mnli-12-1	en
Most people cannot be fooled by clever words.	24	0.27681559324264526	0.3458165228366852	0.10244471579790115	0.10838291049003601	0.16654029488563538	valhalla/distilbart-mnli-12-1	en
I’m likely to hurt people who get in my way.	25	0.34702521562576294	0.426935613155365	0.06154217571020126	0.03981364518404007	0.12468338012695312	valhalla/distilbart-mnli-12-1	en
I tend to rebel against authorities and their rules.	26	0.5651450157165527	0.39254817366600037	0.00917347613722086	0.0074781267903745174	0.025655260309576988	valhalla/distilbart-mnli-12-1	en
Casual sex (no commitment) sounds like fun.	27	0.1463487446308136	0.3327089846134186	0.0502958670258522	0.26081088185310364	0.2098354697227478	valhalla/distilbart-mnli-12-1	en
I avoid dangerous situations.	28	0.33259743452072144	0.32126882672309875	0.057169586420059204	0.07983854413032532	0.2091256082057953	valhalla/distilbart-mnli-12-1	en
Payback needs to be quick and nasty.	29	0.7200005054473877	0.10874809324741364	0.06730344146490097	0.02710638754069805	0.07684152573347092	valhalla/distilbart-mnli-12-1	en
People often say I’m out of control.	30	0.3638931214809418	0.41973620653152466	0.05701672285795212	0.06930026412010193	0.09005363285541534	valhalla/distilbart-mnli-12-1	en
People who mess with me always regret it.	31	0.40501120686531067	0.2902368903160095	0.0649278312921524	0.07050598412752151	0.16931815445423126	valhalla/distilbart-mnli-12-1	en
I have never gotten into trouble with the law.	32	0.292009174823761	0.28863000869750977	0.0913175493478775	0.1086144968867302	0.21942874789237976	valhalla/distilbart-mnli-12-1	en
After having sex with someone, it’s not necessary to stay in touch.	33	0.20197850465774536	0.5665304660797119	0.08094437420368195	0.07762166857719421	0.07292496412992477	valhalla/distilbart-mnli-12-1	en
I’ll say anything to get what I want.	34	0.26205313205718994	0.275240957736969	0.08166315406560898	0.11231432110071182	0.26872846484184265	valhalla/distilbart-mnli-12-1	en
If I can get something without effort, I grab it.	35	0.24580709636211395	0.283230185508728	0.09094349294900894	0.09987933933734894	0.2801399528980255	valhalla/distilbart-mnli-12-1	en
I have been in more physical fights than most people.	36	0.3530033528804779	0.295575350522995	0.05543605610728264	0.09247735142707825	0.20350784063339233	valhalla/distilbart-mnli-12-1	en
It’s true that I can be mean to others.	37	0.24959717690944672	0.6131766438484192	0.061803992837667465	0.018788820132613182	0.05663339048624039	valhalla/distilbart-mnli-12-1	en
I really enjoy violent films and video games.	38	0.17217111587524414	0.21777498722076416	0.045259375125169754	0.11870037019252777	0.44609418511390686	valhalla/distilbart-mnli-12-1	en
I like to troll people on internet sites.	39	0.39218035340309143	0.393127977848053	0.10845693945884705	0.05012550577521324	0.0561092272400856	valhalla/distilbart-mnli-12-1	en
I like playing nasty pranks on people.	40	0.3709406852722168	0.2880789637565613	0.08861251920461655	0.06861378252506256	0.18375401198863983	valhalla/distilbart-mnli-12-1	en
It’s funny to mock someone and watch them get upset.	41	0.31481555104255676	0.5482105612754822	0.06578712165355682	0.031022798269987106	0.04016387090086937	valhalla/distilbart-mnli-12-1	en
It’s funny when losers fall flat on their face.	42	0.4414743483066559	0.4359055459499359	0.035950299352407455	0.03736700862646103	0.049302808940410614	valhalla/distilbart-mnli-12-1	en
Watching a fist-fight excites me.	43	0.37940463423728943	0.2895064651966095	0.0461641401052475	0.0499141551554203	0.23501065373420715	valhalla/distilbart-mnli-12-1	en
I would not purposely hurt anyone’s feelings.	44	0.1637510359287262	0.5608943104743958	0.06110808625817299	0.13393813371658325	0.0803084447979927	valhalla/distilbart-mnli-12-1	en
I enjoy watching violent sports.	45	0.25108006596565247	0.24005605280399323	0.04831518232822418	0.12617185711860657	0.33437684178352356	valhalla/distilbart-mnli-12-1	en
Being mean to others can be amusing.	46	0.4265083968639374	0.40589800477027893	0.0844082310795784	0.02472245693206787	0.0584629662334919	valhalla/distilbart-mnli-12-1	en
Stealing someone else’s romantic partner would be fun.	47	0.2664048671722412	0.42497724294662476	0.05900120362639427	0.10781894624233246	0.1417977213859558	valhalla/distilbart-mnli-12-1	en
I know how to hurt someone with words alone.	48	0.5194835662841797	0.24297116696834564	0.09729091823101044	0.044668518006801605	0.09558583050966263	valhalla/distilbart-mnli-12-1	en
People see me as a natural leader.	1	0.02697940729558468	0.039185941219329834	0.16871747374534607	0.3522268831729889	0.4128902852535248	cross-encoder/nli-distilroberta-base	en
I have a natural talent for persuading people.	2	0.02510235086083412	0.03464733809232712	0.1050863042473793	0.4614514708518982	0.37371256947517395	cross-encoder/nli-distilroberta-base	en
I entertain people with my jokes and stories.	3	0.05915560573339462	0.10198886692523956	0.18687757849693298	0.43806192278862	0.21391597390174866	cross-encoder/nli-distilroberta-base	en
Group activities tend to be dull without me.	4	0.10506149381399155	0.28968459367752075	0.40840429067611694	0.1671862006187439	0.02966340444982052	cross-encoder/nli-distilroberta-base	en
I know I’m special because people keep telling me so.	5	0.11163689196109772	0.12257595360279083	0.23187538981437683	0.23848386108875275	0.29542800784111023	cross-encoder/nli-distilroberta-base	en
I have a number of exceptional qualities.	6	0.028972435742616653	0.04048270732164383	0.262588232755661	0.29576820135116577	0.3721885085105896	cross-encoder/nli-distilroberta-base	en
I like to show off every now and then.	7	0.057959556579589844	0.07686099410057068	0.18353746831417084	0.3808387815952301	0.3008032441139221	cross-encoder/nli-distilroberta-base	en
I hate being the center of attention.	8	0.4478799104690552	0.25479865074157715	0.24184384942054749	0.03886622190475464	0.016611337661743164	cross-encoder/nli-distilroberta-base	en
I am just an average person.	9	0.042305316776037216	0.07149722427129745	0.33683937788009644	0.23572750389575958	0.3136305809020996	cross-encoder/nli-distilroberta-base	en
I’m likely to become a future star in some area.	10	0.051369808614254	0.07437761127948761	0.2515907883644104	0.3910287022590637	0.23163309693336487	cross-encoder/nli-distilroberta-base	en
If someone disrespects me, I blast them immediately.	11	0.3520865738391876	0.3507606089115143	0.15760822594165802	0.0844651460647583	0.05507940053939819	cross-encoder/nli-distilroberta-base	en
I’m easily bored when other people talk.	12	0.11517369747161865	0.19907376170158386	0.4665534198284149	0.1738538146018982	0.045345306396484375	cross-encoder/nli-distilroberta-base	en
It's not wise to let people know your secrets.	13	0.1928996741771698	0.3948814868927002	0.2450329065322876	0.13935033977031708	0.02783549763262272	cross-encoder/nli-distilroberta-base	en
I like to use clever manipulation to get my way.	14	0.0931725725531578	0.1374264657497406	0.24808083474636078	0.3760487735271454	0.14527131617069244	cross-encoder/nli-distilroberta-base	en
Whatever it takes, you must get the important people on your side.	15	0.10245935618877411	0.16867554187774658	0.16194067895412445	0.3798975348472595	0.18702687323093414	cross-encoder/nli-distilroberta-base	en
Avoid conflict with others because they may be useful in the future.	16	0.059583693742752075	0.20321212708950043	0.23624099791049957	0.39587968587875366	0.10508347302675247	cross-encoder/nli-distilroberta-base	en
It’s wise to collect information that you can use against people later.	17	0.029591144993901253	0.07138079404830933	0.07229878008365631	0.6259040236473083	0.20082519948482513	cross-encoder/nli-distilroberta-base	en
You should wait for the right time to get back at people.	18	0.0926484763622284	0.22881165146827698	0.162300705909729	0.4215993881225586	0.09463979303836823	cross-encoder/nli-distilroberta-base	en
The secret to manipulating people is careful planning.	19	0.09693829715251923	0.1539490818977356	0.29006245732307434	0.3189180791378021	0.1401320993900299	cross-encoder/nli-distilroberta-base	en
You should be totally honest with everyone you meet.	20	0.04498520493507385	0.04055960476398468	0.10038288682699203	0.2861221134662628	0.5279502272605896	cross-encoder/nli-distilroberta-base	en
Keep a low profile (stay undercover) if you want to get your way.	21	0.09431213140487671	0.2266770452260971	0.2791517972946167	0.3461669683456421	0.0536920540034771	cross-encoder/nli-distilroberta-base	en
Flattery is a good way to get people on your side.	22	0.03500499576330185	0.07341434061527252	0.08626654744148254	0.6001887917518616	0.2051253318786621	cross-encoder/nli-distilroberta-base	en
I love it when a tricky plan succeeds.	23	0.08136533945798874	0.08817135542631149	0.23008373379707336	0.28381332755088806	0.31656619906425476	cross-encoder/nli-distilroberta-base	en
Most people cannot be fooled by clever words.	24	0.1014527678489685	0.12155266851186752	0.4809764325618744	0.2011634260416031	0.09485472738742828	cross-encoder/nli-distilroberta-base	en
I’m likely to hurt people who get in my way.	25	0.24567317962646484	0.33720552921295166	0.18720518052577972	0.16666628420352936	0.06324983388185501	cross-encoder/nli-distilroberta-base	en
I tend to rebel against authorities and their rules.	26	0.29597997665405273	0.36694520711898804	0.2591673731803894	0.05790451169013977	0.020002875477075577	cross-encoder/nli-distilroberta-base	en
Casual sex (no commitment) sounds like fun.	27	0.03499110788106918	0.06504824757575989	0.34536290168762207	0.4167446792125702	0.1378529965877533	cross-encoder/nli-distilroberta-base	en
I avoid dangerous situations.	28	0.06612204015254974	0.10469108074903488	0.32671433687210083	0.3863682746887207	0.11610420048236847	cross-encoder/nli-distilroberta-base	en
Payback needs to be quick and nasty.	29	0.190461665391922	0.29075944423675537	0.303491473197937	0.17051158845424652	0.044775787740945816	cross-encoder/nli-distilroberta-base	en
People often say I’m out of control.	30	0.2628426253795624	0.4207061231136322	0.2076692283153534	0.08752994239330292	0.021252071484923363	cross-encoder/nli-distilroberta-base	en
People who mess with me always regret it.	31	0.32002976536750793	0.4585375189781189	0.16218365728855133	0.043190453201532364	0.016058608889579773	cross-encoder/nli-distilroberta-base	en
I have never gotten into trouble with the law.	32	0.06188609451055527	0.04491380602121353	0.6092206239700317	0.09199140965938568	0.1919880360364914	cross-encoder/nli-distilroberta-base	en
After having sex with someone, it’s not necessary to stay in touch.	33	0.04574272781610489	0.11587357521057129	0.27920597791671753	0.4178474545478821	0.14133021235466003	cross-encoder/nli-distilroberta-base	en
I’ll say anything to get what I want.	34	0.09787991642951965	0.07188335061073303	0.20278596878051758	0.2543160617351532	0.3731347322463989	cross-encoder/nli-distilroberta-base	en
If I can get something without effort, I grab it.	35	0.059035684913396835	0.08396308124065399	0.15418346226215363	0.5500687956809998	0.1527489274740219	cross-encoder/nli-distilroberta-base	en
I have been in more physical fights than most people.	36	0.18892507255077362	0.26203930377960205	0.26637816429138184	0.18518173694610596	0.09747563302516937	cross-encoder/nli-distilroberta-base	en
It’s true that I can be mean to others.	37	0.1753680408000946	0.18067683279514313	0.18593628704547882	0.21570543944835663	0.24231338500976562	cross-encoder/nli-distilroberta-base	en
I really enjoy violent films and video games.	38	0.13205356895923615	0.13183286786079407	0.2325570434331894	0.1969139575958252	0.3066426217556	cross-encoder/nli-distilroberta-base	en
I like to troll people on internet sites.	39	0.2355874925851822	0.32747918367385864	0.27764493227005005	0.10511377453804016	0.054174669086933136	cross-encoder/nli-distilroberta-base	en
I like playing nasty pranks on people.	40	0.1740664839744568	0.3213101029396057	0.2922615110874176	0.15023963153362274	0.062122225761413574	cross-encoder/nli-distilroberta-base	en
It’s funny to mock someone and watch them get upset.	41	0.16760042309761047	0.5084039568901062	0.1334122121334076	0.16023647785186768	0.030346911400556564	cross-encoder/nli-distilroberta-base	en
It’s funny when losers fall flat on their face.	42	0.12443464249372482	0.41863349080085754	0.15681155025959015	0.24447928369045258	0.05564100667834282	cross-encoder/nli-distilroberta-base	en
Watching a fist-fight excites me.	43	0.11492439359426498	0.12516739964485168	0.16082791984081268	0.3997735381126404	0.1993066966533661	cross-encoder/nli-distilroberta-base	en
I would not purposely hurt anyone’s feelings.	44	0.11414966732263565	0.10746591538190842	0.40217581391334534	0.23309046030044556	0.14311815798282623	cross-encoder/nli-distilroberta-base	en
I enjoy watching violent sports.	45	0.14077633619308472	0.11898857355117798	0.286512553691864	0.19510617852210999	0.2586163878440857	cross-encoder/nli-distilroberta-base	en
Being mean to others can be amusing.	46	0.06978105753660202	0.2451753169298172	0.14792092144489288	0.49008530378341675	0.047037381678819656	cross-encoder/nli-distilroberta-base	en
Stealing someone else’s romantic partner would be fun.	47	0.03662716969847679	0.10988384485244751	0.22833682596683502	0.5292044281959534	0.09594766050577164	cross-encoder/nli-distilroberta-base	en
I know how to hurt someone with words alone.	48	0.18080134689807892	0.22867414355278015	0.20994727313518524	0.2410716712474823	0.1395055651664734	cross-encoder/nli-distilroberta-base	en
People see me as a natural leader.	1	0.030582314357161522	0.12781064212322235	0.09333699941635132	0.3879164159297943	0.36035364866256714	microsoft/deberta-base-mnli	en
I have a natural talent for persuading people.	2	0.11388146132230759	0.1783420592546463	0.2052099108695984	0.30386555194854736	0.19870097935199738	microsoft/deberta-base-mnli	en
I entertain people with my jokes and stories.	3	0.050407618284225464	0.2646939754486084	0.2563517093658447	0.223659947514534	0.20488668978214264	microsoft/deberta-base-mnli	en
Group activities tend to be dull without me.	4	0.12138161808252335	0.25487399101257324	0.2801695168018341	0.21650294959545135	0.12707194685935974	microsoft/deberta-base-mnli	en
I know I’m special because people keep telling me so.	5	0.07315101474523544	0.24225540459156036	0.18407005071640015	0.27716609835624695	0.2233574092388153	microsoft/deberta-base-mnli	en
I have a number of exceptional qualities.	6	0.054703354835510254	0.1708814799785614	0.18691657483577728	0.30638620257377625	0.28111231327056885	microsoft/deberta-base-mnli	en
I like to show off every now and then.	7	0.0945897325873375	0.2941654622554779	0.17220810055732727	0.2601775825023651	0.17885909974575043	microsoft/deberta-base-mnli	en
I hate being the center of attention.	8	0.26794689893722534	0.3611644506454468	0.2339411824941635	0.09773027896881104	0.03921723738312721	microsoft/deberta-base-mnli	en
I am just an average person.	9	0.09257999807596207	0.31794580817222595	0.2700830101966858	0.26139453053474426	0.05799662694334984	microsoft/deberta-base-mnli	en
I’m likely to become a future star in some area.	10	0.05689064785838127	0.2686234712600708	0.13939854502677917	0.2918807864189148	0.24320653080940247	microsoft/deberta-base-mnli	en
If someone disrespects me, I blast them immediately.	11	0.25400882959365845	0.3290533125400543	0.1822977513074875	0.09257873892784119	0.14206138253211975	microsoft/deberta-base-mnli	en
I’m easily bored when other people talk.	12	0.18498976528644562	0.22882135212421417	0.2744460105895996	0.1667519211769104	0.14499089121818542	microsoft/deberta-base-mnli	en
It's not wise to let people know your secrets.	13	0.196410670876503	0.2805059254169464	0.26869046688079834	0.1334240883588791	0.12096889317035675	microsoft/deberta-base-mnli	en
I like to use clever manipulation to get my way.	14	0.13784019649028778	0.2498611956834793	0.2742685377597809	0.19625224173069	0.14177779853343964	microsoft/deberta-base-mnli	en
Whatever it takes, you must get the important people on your side.	15	0.08745446056127548	0.24863392114639282	0.22842447459697723	0.24609774351119995	0.18938937783241272	microsoft/deberta-base-mnli	en
Avoid conflict with others because they may be useful in the future.	16	0.09529803693294525	0.22306430339813232	0.3051317632198334	0.2596105933189392	0.11689526587724686	microsoft/deberta-base-mnli	en
It’s wise to collect information that you can use against people later.	17	0.12131091952323914	0.20700201392173767	0.2604537606239319	0.1985558718442917	0.21267740428447723	microsoft/deberta-base-mnli	en
You should wait for the right time to get back at people.	18	0.08042427152395248	0.3347947895526886	0.279948890209198	0.22350247204303741	0.08132954686880112	microsoft/deberta-base-mnli	en
The secret to manipulating people is careful planning.	19	0.14217433333396912	0.3365682363510132	0.2451755404472351	0.17367905378341675	0.10240273922681808	microsoft/deberta-base-mnli	en
You should be totally honest with everyone you meet.	20	0.14931178092956543	0.1321035623550415	0.3646324574947357	0.1995520293712616	0.15440016984939575	microsoft/deberta-base-mnli	en
Keep a low profile (stay undercover) if you want to get your way.	21	0.10076583176851273	0.2917521595954895	0.2756958603858948	0.18972691893577576	0.14205925166606903	microsoft/deberta-base-mnli	en
Flattery is a good way to get people on your side.	22	0.042567577213048935	0.20621593296527863	0.23105411231517792	0.36335745453834534	0.1568049192428589	microsoft/deberta-base-mnli	en
I love it when a tricky plan succeeds.	23	0.08631665259599686	0.2831110656261444	0.1543382853269577	0.3116506338119507	0.16458334028720856	microsoft/deberta-base-mnli	en
Most people cannot be fooled by clever words.	24	0.13168266415596008	0.17661048471927643	0.22826407849788666	0.15919043123722076	0.3042523264884949	microsoft/deberta-base-mnli	en
I’m likely to hurt people who get in my way.	25	0.1537967473268509	0.2627812623977661	0.3429822623729706	0.1389409601688385	0.10149874538183212	microsoft/deberta-base-mnli	en
I tend to rebel against authorities and their rules.	26	0.27583932876586914	0.5864890813827515	0.1007375419139862	0.02774074673652649	0.009193279780447483	microsoft/deberta-base-mnli	en
Casual sex (no commitment) sounds like fun.	27	0.03163018450140953	0.22621627151966095	0.14936961233615875	0.36404186487197876	0.22874203324317932	microsoft/deberta-base-mnli	en
I avoid dangerous situations.	28	0.18082471191883087	0.323932409286499	0.18344593048095703	0.20101967453956604	0.11077723652124405	microsoft/deberta-base-mnli	en
Payback needs to be quick and nasty.	29	0.18111048638820648	0.3513588309288025	0.2500184178352356	0.11133572459220886	0.1061764732003212	microsoft/deberta-base-mnli	en
People often say I’m out of control.	30	0.15100036561489105	0.34254705905914307	0.2963545024394989	0.16246992349624634	0.04762815311551094	microsoft/deberta-base-mnli	en
People who mess with me always regret it.	31	0.19512194395065308	0.28841039538383484	0.28758153319358826	0.13247732818126678	0.09640878438949585	microsoft/deberta-base-mnli	en
I have never gotten into trouble with the law.	32	0.22540336847305298	0.14353697001934052	0.2794437110424042	0.11450701951980591	0.23710893094539642	microsoft/deberta-base-mnli	en
After having sex with someone, it’s not necessary to stay in touch.	33	0.15574057400226593	0.2723010778427124	0.27487215399742126	0.201239213347435	0.09584696590900421	microsoft/deberta-base-mnli	en
I’ll say anything to get what I want.	34	0.08497012406587601	0.16775313019752502	0.2400202751159668	0.2356189638376236	0.27163755893707275	microsoft/deberta-base-mnli	en
If I can get something without effort, I grab it.	35	0.11356743425130844	0.2607278525829315	0.24388132989406586	0.2509017884731293	0.13092154264450073	microsoft/deberta-base-mnli	en
I have been in more physical fights than most people.	36	0.13419245183467865	0.3449171781539917	0.22492145001888275	0.1958647519350052	0.10010424256324768	microsoft/deberta-base-mnli	en
It’s true that I can be mean to others.	37	0.09476330876350403	0.32866978645324707	0.17717057466506958	0.22426293790340424	0.17513345181941986	microsoft/deberta-base-mnli	en
I really enjoy violent films and video games.	38	0.0366760715842247	0.24106056988239288	0.11268815398216248	0.3035956621170044	0.3059794306755066	microsoft/deberta-base-mnli	en
I like to troll people on internet sites.	39	0.16325117647647858	0.26485970616340637	0.33222490549087524	0.13943074643611908	0.10023342072963715	microsoft/deberta-base-mnli	en
I like playing nasty pranks on people.	40	0.07511571794748306	0.3312182128429413	0.18298068642616272	0.25606101751327515	0.15462438762187958	microsoft/deberta-base-mnli	en
It’s funny to mock someone and watch them get upset.	41	0.16811493039131165	0.2589378356933594	0.33769387006759644	0.14138224720954895	0.09387107193470001	microsoft/deberta-base-mnli	en
It’s funny when losers fall flat on their face.	42	0.18750423192977905	0.2925693988800049	0.30769091844558716	0.14657509326934814	0.06566040962934494	microsoft/deberta-base-mnli	en
Watching a fist-fight excites me.	43	0.043842170387506485	0.20098063349723816	0.22352373600006104	0.2632865607738495	0.26836690306663513	microsoft/deberta-base-mnli	en
I would not purposely hurt anyone’s feelings.	44	0.33007365465164185	0.2732444405555725	0.19009087979793549	0.11679898202419281	0.08979205787181854	microsoft/deberta-base-mnli	en
I enjoy watching violent sports.	45	0.03199012205004692	0.26229721307754517	0.13136418163776398	0.34893637895584106	0.225412055850029	microsoft/deberta-base-mnli	en
Being mean to others can be amusing.	46	0.19444309175014496	0.31733664870262146	0.22250589728355408	0.15932832658290863	0.10638599097728729	microsoft/deberta-base-mnli	en
Stealing someone else’s romantic partner would be fun.	47	0.08687344938516617	0.3502190113067627	0.18146392703056335	0.27640044689178467	0.10504317283630371	microsoft/deberta-base-mnli	en
I know how to hurt someone with words alone.	48	0.15939746797084808	0.22398975491523743	0.19986648857593536	0.226414293050766	0.19033199548721313	microsoft/deberta-base-mnli	en
