item	item_index	1	2	3	4	5	model	lang
I am someone who remains calm in tense situations.	34	0.3267028033733368	0.34115105867385864	0.08619088679552078	0.09331818670034409	0.1526370346546173	valhalla/distilbart-mnli-12-1	en
I am someone who prefers work that is routine.	35	0.18009044229984283	0.3750283718109131	0.060861650854349136	0.13540606200695038	0.24861352145671844	valhalla/distilbart-mnli-12-1	en
I am someone who is outgoing, sociable.	36	0.296922892332077	0.2828771471977234	0.06431582570075989	0.11436469852924347	0.24151942133903503	valhalla/distilbart-mnli-12-1	en
I am someone who is sometimes rude to others.	37	0.4247896373271942	0.42946699261665344	0.05732819810509682	0.040523942559957504	0.04789123311638832	valhalla/distilbart-mnli-12-1	en
I am someone who makes plans and follows through with them.	38	0.25801771879196167	0.3825167715549469	0.0621267594397068	0.0950813740491867	0.202257439494133	valhalla/distilbart-mnli-12-1	en
I am someone who gets nervous easily.	39	0.34544625878334045	0.39040395617485046	0.05657884478569031	0.09081234037876129	0.11675859987735748	valhalla/distilbart-mnli-12-1	en
I am someone who likes to reflect, play with ideas.	40	0.1996663510799408	0.570694088935852	0.043465279042720795	0.09751290082931519	0.08866143226623535	valhalla/distilbart-mnli-12-1	en
I am someone who has few artistic interests.	41	0.2644733488559723	0.4205251932144165	0.05622095987200737	0.12743060290813446	0.13134992122650146	valhalla/distilbart-mnli-12-1	en
I am someone who likes to cooperate with others.	42	0.07086387276649475	0.26771485805511475	0.031670309603214264	0.4765349328517914	0.15321604907512665	valhalla/distilbart-mnli-12-1	en
I am someone who is easily distracted.	43	0.3209138512611389	0.4107837975025177	0.06251226365566254	0.08551090955734253	0.1202792301774025	valhalla/distilbart-mnli-12-1	en
I am someone who is sophisticated in art, music, or literature.	44	0.2739991247653961	0.32937726378440857	0.05452081933617592	0.08392063528299332	0.258182168006897	valhalla/distilbart-mnli-12-1	en
I am someone who is talkative.	1	0.12510031461715698	0.13807205855846405	0.1727796345949173	0.33959028124809265	0.2244577556848526	cross-encoder/nli-distilroberta-base	en
I am someone who tends to find fault with others.	2	0.3182840943336487	0.5605270266532898	0.06440679728984833	0.03866676241159439	0.01811537891626358	cross-encoder/nli-distilroberta-base	en
I am someone who does a thorough job.	3	0.028587965294718742	0.02807876467704773	0.10437667369842529	0.18044055998325348	0.6585160493850708	cross-encoder/nli-distilroberta-base	en
I am someone who is depressed, blue.	4	0.24922628700733185	0.3800014555454254	0.2154621183872223	0.11610224097967148	0.03920789062976837	cross-encoder/nli-distilroberta-base	en
I am someone who is original, comes up with new ideas.	5	0.04849833622574806	0.0998254045844078	0.2439568042755127	0.3928188383579254	0.21490059792995453	cross-encoder/nli-distilroberta-base	en
I am someone who is reserved.	6	0.1394626498222351	0.1686382293701172	0.3449220061302185	0.2670769989490509	0.0799001082777977	cross-encoder/nli-distilroberta-base	en
I am someone who is helpful and unselfish with others.	7	0.04000669717788696	0.05640353262424469	0.31324973702430725	0.26859042048454285	0.32174962759017944	cross-encoder/nli-distilroberta-base	en
I am someone who can be somewhat careless.	8	0.12489748746156693	0.2309727817773819	0.2827170491218567	0.3027990758419037	0.058613620698451996	cross-encoder/nli-distilroberta-base	en
I am someone who is relaxed, handles stress well.  .	9	0.035467296838760376	0.07674149423837662	0.21993319690227509	0.3309990465641022	0.33685892820358276	cross-encoder/nli-distilroberta-base	en
I am someone who is curious about many different things.	10	0.07453125715255737	0.14669017493724823	0.15361721813678741	0.46699976921081543	0.15816156566143036	cross-encoder/nli-distilroberta-base	en
I am someone who is full of energy.	11	0.06017310917377472	0.054303284734487534	0.18172501027584076	0.26474493741989136	0.43905362486839294	cross-encoder/nli-distilroberta-base	en
I am someone who starts quarrels with others.	12	0.37467026710510254	0.47543951869010925	0.08936994522809982	0.04264349862933159	0.01787678152322769	cross-encoder/nli-distilroberta-base	en
I am someone who is a reliable worker.	13	0.023877086117863655	0.028849013149738312	0.11914189159870148	0.22219018638134003	0.6059418320655823	cross-encoder/nli-distilroberta-base	en
I am someone who can be tense.	14	0.18637296557426453	0.2757476568222046	0.2477787882089615	0.223952978849411	0.06614759564399719	cross-encoder/nli-distilroberta-base	en
I am someone who is ingenious, a deep thinker.	15	0.03260180726647377	0.05704278126358986	0.17239481210708618	0.30879443883895874	0.42916619777679443	cross-encoder/nli-distilroberta-base	en
I am someone who generates a lot of enthusiasm.	16	0.02299458719789982	0.020257864147424698	0.12641532719135284	0.2937780022621155	0.536554217338562	cross-encoder/nli-distilroberta-base	en
I am someone who has a forgiving nature.	17	0.012086073867976665	0.023293418809771538	0.09964121878147125	0.5115864276885986	0.3533928692340851	cross-encoder/nli-distilroberta-base	en
I am someone who tends to be disorganized.	18	0.2110527902841568	0.4460964798927307	0.19711706042289734	0.10921523720026016	0.03651842847466469	cross-encoder/nli-distilroberta-base	en
I am someone who worries a lot.	19	0.27757754921913147	0.2546072006225586	0.1840638518333435	0.1708877980709076	0.11286358535289764	cross-encoder/nli-distilroberta-base	en
I am someone who has an active imagination.	20	0.04102543741464615	0.06865829974412918	0.2029954195022583	0.35953378677368164	0.3277870714664459	cross-encoder/nli-distilroberta-base	en
I am someone who tends to be quiet.	21	0.10068728029727936	0.147752583026886	0.41659805178642273	0.244745671749115	0.09021644294261932	cross-encoder/nli-distilroberta-base	en
I am someone who is generally trusting.	22	0.013245192356407642	0.017113113775849342	0.12354565411806107	0.3291286826133728	0.5169673562049866	cross-encoder/nli-distilroberta-base	en
I am someone who tends to be lazy.	23	0.14648103713989258	0.24188777804374695	0.404346227645874	0.1535727083683014	0.05371217802166939	cross-encoder/nli-distilroberta-base	en
I am someone who is emotionally stable, not easily upset.	24	0.03645002096891403	0.0937451422214508	0.2740047872066498	0.3864488899707794	0.20935116708278656	cross-encoder/nli-distilroberta-base	en
I am someone who is inventive.	25	0.02830277942121029	0.05892408639192581	0.19067128002643585	0.4147989749908447	0.3073028326034546	cross-encoder/nli-distilroberta-base	en
I am someone who has an assertive personality.	26	0.0645948201417923	0.05590100586414337	0.10924212634563446	0.26641789078712463	0.5038442015647888	cross-encoder/nli-distilroberta-base	en
I am someone who can be cold and aloof.	27	0.1521013081073761	0.2776145935058594	0.3422462046146393	0.18166188895702362	0.046376001089811325	cross-encoder/nli-distilroberta-base	en
I am someone who perseveres until the task is finished.	28	0.12270934879779816	0.22907662391662598	0.21260681748390198	0.305298775434494	0.13030843436717987	cross-encoder/nli-distilroberta-base	en
I am someone who can be moody.	29	0.2011929303407669	0.34770989418029785	0.17266151309013367	0.21366485953330994	0.06477085500955582	cross-encoder/nli-distilroberta-base	en
I am someone who values artistic, aesthetic experiences.	30	0.03469335287809372	0.04965611919760704	0.12316764146089554	0.3690960705280304	0.4233868420124054	cross-encoder/nli-distilroberta-base	en
I am someone who is sometimes shy, inhibited.	31	0.13520053029060364	0.1889723390340805	0.37669745087623596	0.2511846721172333	0.04794503375887871	cross-encoder/nli-distilroberta-base	en
I am someone who is considerate and kind to almost everyone.	32	0.03194731846451759	0.04852040484547615	0.23751579225063324	0.1953887641429901	0.4866277575492859	cross-encoder/nli-distilroberta-base	en
I am someone who does things efficiently.	33	0.02895491011440754	0.04070733115077019	0.26987528800964355	0.3118445575237274	0.34861788153648376	cross-encoder/nli-distilroberta-base	en
I am someone who remains calm in tense situations.	34	0.042094793170690536	0.06847643107175827	0.32370007038116455	0.32810738682746887	0.23762130737304688	cross-encoder/nli-distilroberta-base	en
I am someone who prefers work that is routine.	35	0.08417236804962158	0.10613708198070526	0.2747687101364136	0.31413647532463074	0.22078533470630646	cross-encoder/nli-distilroberta-base	en
I am someone who is outgoing, sociable.	36	0.018540464341640472	0.018054531887173653	0.1419355273246765	0.3384024202823639	0.48306703567504883	cross-encoder/nli-distilroberta-base	en
I am someone who is sometimes rude to others.	37	0.21315063536167145	0.554375946521759	0.1434686779975891	0.06980445981025696	0.01920027658343315	cross-encoder/nli-distilroberta-base	en
I am someone who makes plans and follows through with them.	38	0.036762259900569916	0.06068318337202072	0.1619275063276291	0.3781868517398834	0.3624401390552521	cross-encoder/nli-distilroberta-base	en
I am someone who gets nervous easily.	39	0.11751215904951096	0.11345335096120834	0.33693626523017883	0.3138692378997803	0.11822903156280518	cross-encoder/nli-distilroberta-base	en
I am someone who likes to reflect, play with ideas.	40	0.055193569511175156	0.11746478825807571	0.13981424272060394	0.4555201530456543	0.23200723528862	cross-encoder/nli-distilroberta-base	en
I am someone who has few artistic interests.	41	0.0917603000998497	0.1473267376422882	0.3446941375732422	0.32006824016571045	0.09615062177181244	cross-encoder/nli-distilroberta-base	en
I am someone who likes to cooperate with others.	42	0.03444300591945648	0.04421770200133324	0.137736976146698	0.4457697868347168	0.3378324508666992	cross-encoder/nli-distilroberta-base	en
I am someone who is easily distracted.	43	0.174663245677948	0.17695842683315277	0.36439579725265503	0.19324781000614166	0.09073474258184433	cross-encoder/nli-distilroberta-base	en
I am someone who is sophisticated in art, music, or literature.	44	0.05917571112513542	0.11002586781978607	0.2851584851741791	0.24816621840000153	0.297473669052124	cross-encoder/nli-distilroberta-base	en
I am someone who is talkative.	1	0.08611051738262177	0.3397258520126343	0.17091509699821472	0.2917049825191498	0.11154349893331528	microsoft/deberta-base-mnli	en
I am someone who tends to find fault with others.	2	0.18322110176086426	0.4929121434688568	0.2109605073928833	0.09801995754241943	0.014886269345879555	microsoft/deberta-base-mnli	en
I am someone who does a thorough job.	3	0.05593988671898842	0.18495704233646393	0.12704838812351227	0.24787598848342896	0.38417869806289673	microsoft/deberta-base-mnli	en
I am someone who is depressed, blue.	4	0.2512293756008148	0.39739441871643066	0.2818802297115326	0.059869248420000076	0.009626707062125206	microsoft/deberta-base-mnli	en
I am someone who is original, comes up with new ideas.	5	0.06802032887935638	0.15846262872219086	0.4245191514492035	0.15020298957824707	0.19879494607448578	microsoft/deberta-base-mnli	en
I am someone who is reserved.	6	0.1845962256193161	0.3691164255142212	0.2331995666027069	0.1763259917497635	0.036761727184057236	microsoft/deberta-base-mnli	en
I am someone who is helpful and unselfish with others.	7	0.06941226869821548	0.1838768571615219	0.1705320179462433	0.273862361907959	0.3023165166378021	microsoft/deberta-base-mnli	en
I am someone who can be somewhat careless.	8	0.07563959807157516	0.5041118264198303	0.1718902736902237	0.22254590690135956	0.025812426581978798	microsoft/deberta-base-mnli	en
I am someone who is relaxed, handles stress well.  .	9	0.058374349027872086	0.22185391187667847	0.18816471099853516	0.34445077180862427	0.18715623021125793	microsoft/deberta-base-mnli	en
I am someone who is curious about many different things.	10	0.06289101392030716	0.3389292359352112	0.2707606852054596	0.2535110414028168	0.0739079937338829	microsoft/deberta-base-mnli	en
I am someone who is full of energy.	11	0.09814869612455368	0.25766855478286743	0.11664730310440063	0.2530237138271332	0.2745116651058197	microsoft/deberta-base-mnli	en
I am someone who starts quarrels with others.	12	0.10511976480484009	0.5860870480537415	0.23387421667575836	0.058928415179252625	0.01599060371518135	microsoft/deberta-base-mnli	en
I am someone who is a reliable worker.	13	0.0601295605301857	0.1586209386587143	0.1499774008989334	0.32859644293785095	0.30267566442489624	microsoft/deberta-base-mnli	en
I am someone who can be tense.	14	0.11952974647283554	0.4803919792175293	0.25538989901542664	0.11754671484231949	0.02714153192937374	microsoft/deberta-base-mnli	en
I am someone who is ingenious, a deep thinker.	15	0.0534965880215168	0.14564837515354156	0.17594116926193237	0.23865236341953278	0.386261522769928	microsoft/deberta-base-mnli	en
I am someone who generates a lot of enthusiasm.	16	0.08097589015960693	0.15682175755500793	0.0986916795372963	0.23956367373466492	0.4239470362663269	microsoft/deberta-base-mnli	en
I am someone who has a forgiving nature.	17	0.036558911204338074	0.08791305124759674	0.08545731753110886	0.7112571001052856	0.07881360501050949	microsoft/deberta-base-mnli	en
I am someone who tends to be disorganized.	18	0.19483819603919983	0.4677427113056183	0.21659891307353973	0.08502887189388275	0.03579133376479149	microsoft/deberta-base-mnli	en
I am someone who worries a lot.	19	0.14286702871322632	0.3280797302722931	0.2575855553150177	0.19149498641490936	0.07997272908687592	microsoft/deberta-base-mnli	en
I am someone who has an active imagination.	20	0.0813295766711235	0.2513691484928131	0.24425312876701355	0.24373197555541992	0.1793161928653717	microsoft/deberta-base-mnli	en
I am someone who tends to be quiet.	21	0.16072453558444977	0.35153090953826904	0.21220482885837555	0.22824910283088684	0.047290679067373276	microsoft/deberta-base-mnli	en
I am someone who is generally trusting.	22	0.03632976487278938	0.1497482806444168	0.11414158344268799	0.5108811259269714	0.18889929354190826	microsoft/deberta-base-mnli	en
I am someone who tends to be lazy.	23	0.205934539437294	0.41437506675720215	0.12713466584682465	0.18812508881092072	0.06443063914775848	microsoft/deberta-base-mnli	en
I am someone who is emotionally stable, not easily upset.	24	0.09465114027261734	0.20621301233768463	0.3017212748527527	0.2552444338798523	0.14217022061347961	microsoft/deberta-base-mnli	en
I am someone who is inventive.	25	0.07096853852272034	0.26670753955841064	0.2362232804298401	0.21437083184719086	0.21172979474067688	microsoft/deberta-base-mnli	en
I am someone who has an assertive personality.	26	0.05793682113289833	0.15304769575595856	0.2075830101966858	0.31057560443878174	0.2708568274974823	microsoft/deberta-base-mnli	en
I am someone who can be cold and aloof.	27	0.1487697809934616	0.5281738042831421	0.17097516357898712	0.10909777134656906	0.042983513325452805	microsoft/deberta-base-mnli	en
I am someone who perseveres until the task is finished.	28	0.057879626750946045	0.17547062039375305	0.34114307165145874	0.21387341618537903	0.21163327991962433	microsoft/deberta-base-mnli	en
I am someone who can be moody.	29	0.12029522657394409	0.5169674158096313	0.23842790722846985	0.10335078090429306	0.0209586713463068	microsoft/deberta-base-mnli	en
I am someone who values artistic, aesthetic experiences.	30	0.029530782252550125	0.1391601860523224	0.162579745054245	0.28126978874206543	0.3874594271183014	microsoft/deberta-base-mnli	en
I am someone who is sometimes shy, inhibited.	31	0.11891255527734756	0.39949777722358704	0.21877631545066833	0.22136777639389038	0.04144551232457161	microsoft/deberta-base-mnli	en
I am someone who is considerate and kind to almost everyone.	32	0.03215989097952843	0.14526286721229553	0.12051650136709213	0.3922986090183258	0.309762179851532	microsoft/deberta-base-mnli	en
I am someone who does things efficiently.	33	0.08123932778835297	0.2003287672996521	0.20437486469745636	0.25813624262809753	0.2559208273887634	microsoft/deberta-base-mnli	en
I am someone who remains calm in tense situations.	34	0.09408685564994812	0.26668304204940796	0.15913145244121552	0.27134326100349426	0.20875540375709534	microsoft/deberta-base-mnli	en
I am someone who prefers work that is routine.	35	0.1828947216272354	0.38529589772224426	0.19606031477451324	0.1297416239976883	0.106007419526577	microsoft/deberta-base-mnli	en
I am someone who is outgoing, sociable.	36	0.03370948135852814	0.12680482864379883	0.0763583555817604	0.5136897563934326	0.24943764507770538	microsoft/deberta-base-mnli	en
I am someone who is sometimes rude to others.	37	0.09830562770366669	0.5562592148780823	0.20446838438510895	0.11948533356189728	0.021481500938534737	microsoft/deberta-base-mnli	en
I am someone who makes plans and follows through with them.	38	0.060155317187309265	0.1451042741537094	0.29318711161613464	0.23661106824874878	0.2649422287940979	microsoft/deberta-base-mnli	en
I am someone who gets nervous easily.	39	0.16802453994750977	0.31145069003105164	0.2717353403568268	0.1765354573726654	0.0722540095448494	microsoft/deberta-base-mnli	en
I am someone who likes to reflect, play with ideas.	40	0.07828015089035034	0.309145987033844	0.23471809923648834	0.23440653085708618	0.14344929158687592	microsoft/deberta-base-mnli	en
I am someone who has few artistic interests.	41	0.19312827289104462	0.334717720746994	0.23767207562923431	0.17885737121105194	0.055624525994062424	microsoft/deberta-base-mnli	en
I am someone who likes to cooperate with others.	42	0.01700892485678196	0.08266305923461914	0.13056883215904236	0.6395124197006226	0.13024671375751495	microsoft/deberta-base-mnli	en
I am someone who is easily distracted.	43	0.18322420120239258	0.3190813958644867	0.28306883573532104	0.14339470863342285	0.07123088091611862	microsoft/deberta-base-mnli	en
I am someone who is sophisticated in art, music, or literature.	44	0.0394250713288784	0.16615061461925507	0.19587121903896332	0.3070695102214813	0.2914835810661316	microsoft/deberta-base-mnli	en
